,Unnamed: 0,State,County,Violent crime total,Murder/NNMS,Rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny/theft,Motor vehicle theft,FELONY,VIOLENT,DEALER,PERMIT,TRAINING,REGISTRATION,UNIVERSAL,ASSAULT,OPENCARRYH,OPENCARRYPERMITH,PERMITCONCEALED,NOSYG,LAWTOTAL,Strictness,Const_Carry,Population,_merge
0,0,Arizona,Cochise,47,0,1,3,43,531,195,273,63,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,125922,both
1,1,Arizona,Coconino,127,6,17,1,103,264,59,180,25,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,143476,both
2,2,Arizona,Mohave,135,3,6,19,107,1983,573,1197,213,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,212181,both
3,3,Arizona,Pinal,197,3,5,18,171,1469,321,987,161,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,462789,both
4,4,Arizona,Yavapai,193,5,0,4,184,860,155,608,97,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,235099,both
5,5,Arizona,Yuma,136,7,17,6,106,807,223,502,82,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,213787,both
6,6,Arizona,Gila,176,1,3,5,167,384,65,252,67,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,54018,both
7,7,Arizona,Graham,61,4,0,0,57,104,20,76,8,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,38837,both
8,8,Arizona,La Paz,40,1,2,3,34,310,87,181,42,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,21108,both
9,9,Arizona,Navajo,43,1,0,5,37,341,192,115,34,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,110924,both
10,10,Arizona,Santa Cruz,1,0,0,0,1,117,35,66,16,1,0,0,0,0,0,0,0,0,0,0,0,8,Fewer regulations,Constitutional carry,46498,both
11,11,Arkansas,Benton,159,3,32,3,121,279,30,188,61,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,279141,both
12,12,Arkansas,Cleveland,20,0,4,0,16,162,90,56,16,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,7956,both
13,13,Arkansas,Craighead,48,2,16,1,29,315,108,168,39,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,110332,both
14,14,Arkansas,Crawford,55,1,1,1,52,254,37,188,29,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,63257,both
15,15,Arkansas,Crittenden,123,3,9,8,103,286,83,182,21,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,47955,both
16,16,Arkansas,Faulkner,116,1,18,5,92,749,176,476,97,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,126007,both
17,17,Arkansas,Garland,279,0,25,8,246,850,30,675,145,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,99386,both
18,18,Arkansas,Grant,28,0,3,1,24,167,53,86,28,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,18265,both
19,19,Arkansas,Jefferson,78,4,12,2,60,414,110,247,57,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,66824,both
20,20,Arkansas,Lincoln,14,0,7,0,7,40,15,20,5,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,13024,both
21,21,Arkansas,Little River,10,0,1,1,8,93,27,58,8,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,12259,both
22,22,Arkansas,Lonoke,75,1,8,0,66,374,68,220,86,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,73309,both
23,23,Arkansas,Madison,44,1,5,1,37,169,48,99,22,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,16576,both
24,24,Arkansas,Miller,57,0,8,1,48,199,68,113,18,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,43257,both
25,25,Arkansas,Perry,29,0,7,0,22,95,23,72,0,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,10455,both
26,26,Arkansas,Poinsett,42,0,4,0,38,138,60,50,28,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,23528,both
27,27,Arkansas,Pulaski,428,4,31,27,366,1638,353,1123,162,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,391911,both
28,28,Arkansas,Saline,187,7,31,2,147,487,30,376,81,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,122437,both
29,29,Arkansas,Sebastian,45,0,6,0,39,223,83,127,13,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,127827,both
30,30,Arkansas,Washington,177,5,6,1,165,572,139,346,87,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,239187,both
31,31,Arkansas,Arkansas,15,0,1,1,13,58,14,42,2,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,17486,both
32,32,Arkansas,Ashley,22,0,1,2,19,153,38,98,17,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,19657,both
33,33,Arkansas,Baxter,70,1,15,1,53,616,81,472,63,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,41932,both
34,34,Arkansas,Boone,199,0,30,1,168,269,79,150,40,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,37432,both
35,35,Arkansas,Bradley,8,0,0,0,8,51,31,12,8,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,10763,both
36,36,Arkansas,Calhoun,11,0,0,0,11,68,22,34,12,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,5189,both
37,37,Arkansas,Carroll,45,0,5,1,39,209,52,111,46,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,28380,both
38,38,Arkansas,Chicot,13,0,2,0,11,76,18,58,0,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,10118,both
39,39,Arkansas,Clark,11,0,0,0,11,70,19,42,9,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,22320,both
40,40,Arkansas,Cleburne,142,0,21,4,117,297,86,185,26,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,24919,both
41,41,Arkansas,Columbia,23,1,2,0,20,67,21,37,9,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,23457,both
42,42,Arkansas,Conway,46,2,13,1,30,234,43,164,27,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,20846,both
43,43,Arkansas,Drew,16,0,4,0,12,66,23,37,6,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,18219,both
44,44,Arkansas,Fulton,29,0,3,0,26,51,0,45,6,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,12477,both
45,45,Arkansas,Hempstead,29,0,6,1,22,143,41,75,27,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,21532,both
46,46,Arkansas,Howard,20,0,4,0,16,57,29,25,3,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,13202,both
47,47,Arkansas,Independence,153,1,44,2,106,367,110,209,48,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,37825,both
48,48,Arkansas,Izard,33,0,8,0,25,197,55,130,12,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,13629,both
49,49,Arkansas,Jackson,45,1,6,1,37,119,10,80,29,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,16719,both
50,50,Arkansas,Johnson,40,0,7,0,33,114,47,51,16,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,26578,both
51,51,Arkansas,Lee,13,1,4,0,8,101,26,64,11,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,8857,both
52,52,Arkansas,Logan,36,0,10,0,26,162,35,117,10,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,21466,both
53,53,Arkansas,Marion,32,0,9,0,23,243,80,150,13,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,16694,both
54,54,Arkansas,Mississippi,23,0,3,2,18,247,81,133,33,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,40651,both
55,55,Arkansas,Monroe,1,0,1,0,0,32,3,14,15,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,6701,both
56,56,Arkansas,Pike,10,0,3,0,7,73,22,49,2,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,10718,both
57,57,Arkansas,Pope,91,2,15,1,73,309,102,163,44,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,64072,both
58,58,Arkansas,Prairie,3,0,1,1,1,67,24,39,4,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,8062,both
59,59,Arkansas,Randolph,40,1,16,0,23,112,24,75,13,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,17958,both
60,60,Arkansas,Scott,22,0,2,1,19,65,28,29,8,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,10281,both
61,61,Arkansas,Sevier,26,0,6,0,20,88,21,53,14,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,17007,both
62,63,Arkansas,Union,60,3,2,3,52,273,76,174,23,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,38682,both
63,64,Arkansas,Van Buren,44,2,5,0,37,141,24,82,35,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,16545,both
64,65,Arkansas,White,200,0,61,8,131,598,154,354,90,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,78753,both
65,66,Arkansas,Woodruff,6,0,0,0,6,62,18,41,3,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,6320,both
66,67,Arkansas,Yell,30,0,5,0,25,177,66,90,21,1,0,0,0,0,0,0,0,0,0,1,1,11,Fewer regulations,Non constituitional carry,21341,both
67,68,California,Alameda,633,5,27,210,391,2169,354,1324,491,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,1671329,both
68,69,California,Butte,283,5,32,28,218,1290,524,724,42,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,219186,both
69,70,California,Contra Costa,332,8,28,89,207,1499,411,1053,35,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,1153526,both
70,71,California,El Dorado,173,3,47,29,94,1695,482,1186,27,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,192843,both
71,72,California,Fresno,1082,14,38,102,928,3281,1378,1304,599,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,999101,both
72,73,California,Imperial,211,2,11,7,191,588,178,324,86,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,181215,both
73,74,California,Kern,2864,29,244,433,2158,9449,2756,4680,2013,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,900202,both
74,75,California,Kings,125,2,19,19,85,432,114,297,21,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,152940,both
75,76,California,Los Angeles,5564,68,300,1443,3753,15040,2798,8595,3647,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,10039107,both
76,77,California,Madera,457,1,34,14,408,1017,375,621,21,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,157327,both
77,78,California,Marin,63,1,5,12,45,738,143,591,4,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,258826,both
78,79,California,Merced,500,4,19,24,453,1515,487,956,72,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,277680,both
79,80,California,Monterey,258,3,25,36,194,1125,361,733,31,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,434061,both
80,81,California,Napa,69,0,11,7,51,269,55,212,2,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,137744,both
81,82,California,Orange,247,2,11,21,213,881,142,642,97,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,3175692,both
82,83,California,Placer,183,3,28,13,139,1077,278,769,30,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,398329,both
83,84,California,Riverside,932,24,37,179,692,7220,1454,4320,1446,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,2470546,both
84,85,California,Sacramento,2408,36,161,685,1526,8067,2276,5634,157,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,1552058,both
85,86,California,San Benito,33,0,7,2,24,152,34,105,13,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,62808,both
86,87,California,San Bernardino,1503,27,115,189,1172,3945,1142,1875,928,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,2180085,both
87,88,California,San Diego,1499,10,104,224,1161,4300,901,2498,901,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,3338330,both
88,89,California,San Joaquin,903,5,35,162,701,2439,719,1589,131,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,762148,both
89,90,California,San Luis Obispo,181,5,26,5,145,963,331,614,18,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,283111,both
90,91,California,San Mateo,324,3,71,62,188,3245,297,2612,336,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,766573,both
91,92,California,Santa Barbara,232,2,17,26,187,1257,305,938,14,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,446499,both
92,93,California,Santa Clara,356,2,40,25,289,1518,178,1154,186,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,1927852,both
93,94,California,Santa Cruz,331,5,58,34,234,1630,439,1174,17,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,273213,both
94,95,California,Shasta,386,4,41,34,307,824,415,332,77,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,180080,both
95,96,California,Solano,109,1,13,18,77,377,110,192,75,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,447643,both
96,97,California,Sonoma,497,1,45,36,415,1089,350,733,6,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,494336,both
97,98,California,Stanislaus,370,8,17,90,255,1602,559,1000,43,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,550660,both
98,99,California,Sutter,77,1,4,13,59,576,167,350,59,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,96971,both
99,100,California,Tulare,334,9,30,64,231,1893,637,1254,2,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,466195,both
100,101,California,Ventura,159,5,18,25,111,543,112,363,68,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,846006,both
101,102,California,Yolo,69,0,8,6,55,294,79,204,11,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,220500,both
102,103,California,Yuba,204,5,21,37,141,847,316,520,11,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,78668,both
103,104,California,Alpine,13,0,2,0,11,29,12,14,3,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,1129,both
104,105,California,Amador,66,1,3,8,54,416,146,268,2,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,39752,both
105,106,California,Calaveras,139,1,32,8,98,668,274,380,14,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,45905,both
106,107,California,Colusa,26,0,8,4,14,169,53,111,5,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,21547,both
107,108,California,Del Norte,84,2,11,18,53,424,192,228,4,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,27812,both
108,109,California,Glenn,55,2,8,8,37,362,86,239,37,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,28393,both
109,110,California,Humboldt,310,1,21,59,229,1092,398,661,33,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,135558,both
110,111,California,Inyo,60,1,9,3,47,192,86,105,1,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,18039,both
111,112,California,Lake,193,3,21,19,150,435,204,225,6,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,64386,both
112,113,California,Lassen,78,0,8,0,70,172,100,65,7,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,30573,both
113,114,California,Mariposa,79,0,8,2,69,171,53,115,3,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,17203,both
114,115,California,Mendocino,178,2,29,14,133,414,174,225,15,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,86749,both
115,116,California,Modoc,31,0,2,1,28,29,6,22,1,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,8841,both
116,117,California,Mono,25,0,3,0,22,53,21,32,0,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,14444,both
117,118,California,Nevada,118,0,9,6,103,424,191,226,7,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,99755,both
118,119,California,Plumas,128,1,9,5,113,294,116,167,11,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,18807,both
119,120,California,Sierra,1,0,0,0,1,31,15,16,0,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,3005,both
120,121,California,Siskiyou,70,5,2,2,61,146,69,69,8,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,43539,both
121,122,California,Tehama,95,2,14,12,67,472,179,278,15,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,65084,both
122,123,California,Trinity,61,2,10,9,40,190,83,101,6,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,12285,both
123,124,California,Tuolumne,169,2,62,7,98,669,306,355,8,1,1,1,1,1,0,1,1,0,1,1,1,111,More regulations,Non constituitional carry,54478,both
124,125,Colorado,Adams,513,7,94,76,336,2845,350,1608,887,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,517421,both
125,126,Colorado,Boulder,85,1,11,8,65,617,143,431,43,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,326196,both
126,127,Colorado,Douglas,318,2,99,21,196,2098,328,1610,160,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,351154,both
127,128,Colorado,Elbert,5,0,1,0,4,5,1,2,2,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,26729,both
128,129,Colorado,El Paso,484,7,112,50,315,2351,402,1509,440,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,720403,both
129,130,Colorado,Gilpin,25,0,2,4,19,83,21,55,7,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,6243,both
130,131,Colorado,Larimer,211,2,24,7,178,753,134,531,88,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,356899,both
131,132,Colorado,Mesa,164,5,36,18,105,1059,249,694,116,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,154210,both
132,133,Colorado,Park,41,1,6,1,33,65,17,42,6,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,18845,both
133,134,Colorado,Pueblo,45,2,0,5,38,1058,183,720,155,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,168424,both
134,135,Colorado,Teller,13,0,1,0,12,53,14,31,8,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,25388,both
135,136,Colorado,Weld,136,2,24,10,100,664,128,415,121,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,324492,both
136,137,Colorado,Archuleta,46,0,13,1,32,125,38,73,14,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,14029,both
137,138,Colorado,Baca,3,0,0,0,3,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,3581,both
138,139,Colorado,Bent,17,1,3,1,12,166,57,96,13,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,5577,both
139,140,Colorado,Chaffee,3,0,2,0,1,57,10,38,9,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,20356,both
140,141,Colorado,Cheyenne,3,0,0,0,3,14,2,12,0,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,1831,both
141,142,Colorado,Crowley,5,0,1,0,4,61,25,30,6,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,6061,both
142,143,Colorado,Custer,8,0,0,0,8,67,7,53,7,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,5068,both
143,144,Colorado,Dolores,1,0,0,0,1,22,13,5,4,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,2055,both
144,145,Colorado,Eagle,28,0,12,0,16,190,25,154,11,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,55127,both
145,146,Colorado,Fremont,35,1,9,1,24,198,51,110,37,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,47839,both
146,147,Colorado,Garfield,70,0,15,4,51,205,55,130,20,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,60061,both
147,148,Colorado,Gunnison,6,0,1,0,5,21,2,15,4,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,17462,both
148,149,Colorado,Huerfano,24,0,4,1,19,151,51,78,22,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,6897,both
149,150,Colorado,Kiowa,2,0,0,0,2,14,4,8,2,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,1406,both
150,151,Colorado,Kit Carson,4,1,1,0,2,42,19,21,2,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,7097,both
151,152,Colorado,La Plata,50,1,19,0,30,197,54,125,18,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,56221,both
152,153,Colorado,Las Animas,16,1,1,0,14,53,18,31,4,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,14506,both
153,154,Colorado,Logan,33,1,7,0,25,109,51,42,16,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,22409,both
154,155,Colorado,Moffat,15,0,0,0,15,10,1,9,0,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,13283,both
155,156,Colorado,Montezuma,15,1,1,1,12,136,52,71,13,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,26183,both
156,157,Colorado,Montrose,20,0,3,0,17,176,59,108,9,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,42758,both
157,158,Colorado,Morgan,21,1,9,0,11,127,49,66,12,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,29068,both
158,159,Colorado,Otero,21,4,7,0,10,92,24,47,21,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,18278,both
159,160,Colorado,Phillips,2,0,0,0,2,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,4265,both
160,161,Colorado,Pitkin,2,0,2,0,0,23,2,19,2,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,17767,both
161,162,Colorado,Prowers,2,0,0,0,2,16,3,9,4,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,12172,both
162,163,Colorado,Rio Grande,3,0,0,1,2,55,17,31,7,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,11267,both
163,164,Colorado,Routt,5,1,1,0,3,48,8,37,3,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,25638,both
164,165,Colorado,San Juan,1,0,0,0,1,9,0,6,3,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,728,both
165,166,Colorado,San Miguel,2,0,0,0,2,5,2,3,0,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,8179,both
166,167,Colorado,Summit,36,0,16,1,19,237,44,189,4,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,31011,both
167,168,Colorado,Washington,3,1,0,1,1,74,7,52,15,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,4908,both
168,169,Colorado,Yuma,4,0,3,0,1,44,15,28,1,1,0,0,0,0,0,1,0,0,0,1,1,30,More regulations,Non constituitional carry,10019,both
169,171,Florida,Alachua,738,4,111,99,524,1817,414,1260,143,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,269043,both
170,172,Florida,Baker,121,0,14,7,100,275,63,181,31,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,29210,both
171,173,Florida,Bay,360,4,51,26,279,2192,464,1544,184,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,174705,both
172,174,Florida,Brevard,540,8,52,54,426,3548,656,2589,303,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,601942,both
173,175,Florida,Broward,349,2,26,93,228,694,99,527,68,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,1952778,both
174,176,Florida,Charlotte,301,2,41,16,242,1833,262,1445,126,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,188910,both
175,177,Florida,Citrus,366,4,29,40,293,2046,394,1466,186,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,149657,both
176,178,Florida,Clay,510,4,86,64,356,2876,496,2213,167,1,0,0,0,0,0,0,0,1,1,1,0,30,More regulations,Non constituitional carry,219252,both
