,Unnamed: 0,State,County,Violent crime total,Murder/NNMS,Rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny/theft,Motor vehicle theft,FELONY,VIOLENT,DEALER,PERMIT,TRAINING,REGISTRATION,UNIVERSAL,ASSAULT,OPENCARRYH,OPENCARRYPERMITH,PERMITCONCEALED,NOSYG,LAWTOTAL,Strictness,Const_Carry,Population,_merge
492,498,Iowa,Monroe,5,0,3,0,2,20,5,8,7,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,7707,both
493,499,Iowa,Muscatine,21,1,7,1,12,56,29,20,7,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,42664,both
494,500,Iowa,O'Brien,21,0,5,0,16,57,12,41,4,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,13753,both
495,501,Iowa,Osceola,14,0,1,0,13,73,14,57,2,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,5958,both
496,502,Iowa,Page,3,0,1,0,2,26,9,11,6,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,15107,both
497,503,Iowa,Palo Alto,15,0,2,0,13,48,23,21,4,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,8886,both
498,504,Iowa,Plymouth,13,0,3,0,10,45,15,23,7,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,25177,both
499,505,Iowa,Ringgold,4,0,0,0,4,21,4,16,1,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,4894,both
500,506,Iowa,Sac,6,0,1,0,5,32,10,20,2,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,9721,both
501,507,Iowa,Shelby,3,0,0,0,3,14,6,7,1,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,11454,both
502,508,Iowa,Sioux,7,0,3,0,4,50,12,35,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,34855,both
503,509,Iowa,Tama,23,0,1,0,22,57,22,23,12,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,16854,both
504,510,Iowa,Taylor,8,0,0,0,8,14,3,8,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,6121,both
505,511,Iowa,Union,4,0,0,0,4,46,14,28,4,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,12241,both
506,512,Iowa,Van Buren,4,0,0,0,4,58,24,31,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,7044,both
507,513,Iowa,Wapello,25,0,2,0,23,91,33,45,13,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,34969,both
508,514,Iowa,Wayne,8,0,0,0,8,28,13,12,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,6441,both
509,515,Iowa,Webster,27,0,4,0,23,113,41,59,13,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,35904,both
510,516,Iowa,Winneshiek,9,0,2,0,7,12,1,8,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,19991,both
511,517,Iowa,Worth,6,0,1,0,5,27,7,19,1,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,7381,both
512,518,Iowa,Wright,4,0,1,0,3,21,4,14,3,1,0,0,0,0,0,0,0,0,0,1,0,24,Some regulations,Non constituitional carry,12562,both
513,519,Kansas,Butler,49,0,12,1,36,301,61,201,39,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,66911,both
514,520,Kansas,Doniphan,1,0,0,0,1,8,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,7600,both
515,521,Kansas,Geary,15,1,1,0,13,32,8,19,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,31670,both
516,522,Kansas,Harvey,11,0,0,1,10,24,12,11,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,34429,both
517,523,Kansas,Jackson,15,0,3,0,12,122,17,96,9,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,13171,both
518,524,Kansas,Jefferson,33,0,11,1,21,224,25,164,35,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,19043,both
519,525,Kansas,Johnson,50,0,10,2,38,220,24,163,33,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,602401,both
520,526,Kansas,Linn,13,1,2,0,10,86,26,52,8,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,9703,both
521,527,Kansas,Osage,14,0,1,1,12,71,30,31,10,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,15949,both
522,528,Kansas,Pottawatomie,27,0,5,1,21,177,42,111,24,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,24383,both
523,529,Kansas,Riley,263,1,32,21,209,1133,30,998,105,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,74232,both
524,530,Kansas,Sedgwick,94,2,21,3,68,205,61,109,35,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,516042,both
525,531,Kansas,Shawnee,87,1,8,3,75,958,250,589,119,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,176875,both
526,532,Kansas,Sumner,12,0,2,2,8,156,65,75,16,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,22836,both
527,533,Kansas,Wabaunsee,14,0,2,0,12,77,29,45,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,6931,both
528,534,Kansas,Wyandotte,21,0,4,2,15,92,6,82,4,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,165429,both
529,535,Kansas,Allen,14,0,3,0,11,51,22,22,7,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,12369,both
530,536,Kansas,Anderson,8,0,0,0,8,31,13,14,4,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,7858,both
531,537,Kansas,Barber,6,0,0,1,5,19,4,13,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,4427,both
532,538,Kansas,Barton,20,1,3,0,16,69,15,52,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,25779,both
533,539,Kansas,Bourbon,10,0,0,0,10,33,7,19,7,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,14534,both
534,540,Kansas,Brown,5,0,0,0,5,16,5,8,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,9564,both
535,541,Kansas,Clark,3,0,0,0,3,14,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,1994,both
536,542,Kansas,Clay,2,0,0,1,1,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,8002,both
537,543,Kansas,Cowley,30,0,8,0,22,125,45,67,13,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,34908,both
538,544,Kansas,Crawford,22,1,2,1,18,157,1,125,31,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,38818,both
539,545,Kansas,Dickinson,23,0,2,0,21,106,33,64,9,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,18466,both
540,546,Kansas,Edwards,0,0,0,0,0,15,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2798,both
541,547,Kansas,Ellis,14,0,0,2,12,32,10,20,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,28553,both
542,548,Kansas,Ellsworth,8,0,1,0,7,47,26,16,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,6102,both
543,549,Kansas,Finney,28,1,5,2,20,135,28,83,24,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,36467,both
544,550,Kansas,Ford,13,0,0,0,13,59,15,34,10,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,33619,both
545,551,Kansas,Franklin,52,0,6,1,45,155,54,81,20,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,25544,both
546,552,Kansas,Gove,4,0,2,0,2,7,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2636,both
547,553,Kansas,Grant,2,0,0,0,2,13,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,7150,both
548,554,Kansas,Gray,4,0,2,0,2,42,6,33,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5988,both
549,555,Kansas,Greenwood,25,0,4,0,21,72,18,46,8,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5982,both
550,556,Kansas,Hamilton,9,0,1,1,7,21,3,16,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2539,both
551,557,Kansas,Haskell,0,0,0,0,0,22,5,15,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,3968,both
552,558,Kansas,Jewell,2,0,1,0,1,16,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2879,both
553,559,Kansas,Kearny,12,0,3,0,9,74,14,55,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,3838,both
554,560,Kansas,Kingman,3,0,0,0,3,30,8,19,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,7152,both
555,561,Kansas,Kiowa,3,0,0,0,3,18,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2475,both
556,562,Kansas,Labette,6,0,0,0,6,55,22,29,4,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,19618,both
557,563,Kansas,Logan,1,0,0,0,1,10,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2794,both
558,564,Kansas,Lyon,17,0,7,0,10,57,18,36,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,33195,both
559,565,Kansas,Marion,9,0,1,0,8,40,17,17,6,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,11884,both
560,566,Kansas,McPherson,14,0,1,0,13,37,15,20,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,28542,both
561,567,Kansas,Mitchell,2,0,0,0,2,29,12,12,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5979,both
562,568,Kansas,Montgomery,27,0,2,1,24,123,30,76,17,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,31829,both
563,569,Kansas,Morris,7,0,0,0,7,21,8,10,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5620,both
564,570,Kansas,Nemaha,5,0,0,0,5,51,4,39,8,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,10231,both
565,571,Kansas,Neosho,8,0,1,0,7,30,13,14,3,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,16007,both
566,572,Kansas,Ness,8,0,0,0,8,18,5,11,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2750,both
567,573,Kansas,Osborne,1,0,0,0,1,26,14,10,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,3421,both
568,574,Kansas,Phillips,5,0,0,0,5,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5234,both
569,575,Kansas,Pratt,5,0,1,0,4,20,13,5,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,9164,both
570,576,Kansas,Reno,32,0,4,0,28,178,64,96,18,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,61998,both
571,577,Kansas,Rice,4,0,0,0,4,28,3,20,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,9537,both
572,578,Kansas,Rooks,3,1,1,0,1,16,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,4920,both
573,579,Kansas,Rush,11,0,0,1,10,31,11,18,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,3036,both
574,580,Kansas,Russell,5,0,1,0,4,40,13,22,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,6856,both
575,581,Kansas,Seward,4,1,0,0,3,19,6,8,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,21428,both
576,582,Kansas,Thomas,4,0,0,0,4,19,2,15,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,7777,both
577,583,Kansas,Washington,3,0,0,0,3,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,5406,both
578,584,Kansas,Wichita,4,0,0,0,4,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,2119,both
579,585,Kansas,Wilson,10,0,2,0,8,47,14,28,5,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,8525,both
580,586,Kansas,Woodson,1,0,0,0,1,19,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,7,Fewer regulations,Constitutional carry,3138,both
581,587,Kentucky,Allen,8,0,2,1,5,86,38,37,11,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,21315,both
582,588,Kentucky,Boone,66,0,24,15,27,817,152,553,112,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,133581,both
583,589,Kentucky,Bourbon,3,0,1,0,2,55,16,31,8,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19788,both
584,590,Kentucky,Boyd,20,0,5,0,15,181,67,94,20,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,46718,both
585,591,Kentucky,Bracken,2,0,0,1,1,50,12,25,13,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,8303,both
586,592,Kentucky,Bullitt,20,0,5,5,10,347,90,205,52,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,81676,both
587,593,Kentucky,Butler,2,0,0,0,2,32,10,15,7,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12879,both
588,594,Kentucky,Campbell,13,0,7,1,5,141,38,79,24,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,93584,both
589,595,Kentucky,Carter,6,1,0,1,4,57,13,24,20,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,26797,both
590,596,Kentucky,Christian,18,0,6,2,10,258,88,133,37,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,70461,both
591,597,Kentucky,Clark,6,0,2,2,2,142,54,67,21,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,36263,both
592,598,Kentucky,Daviess,20,2,9,1,8,374,93,242,39,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,101511,both
593,599,Kentucky,Edmonson,9,0,0,0,9,22,4,12,6,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12150,both
594,600,Kentucky,Gallatin,2,0,0,0,2,17,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,8869,both
595,601,Kentucky,Grant,6,0,2,1,3,135,33,79,23,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,25069,both
596,602,Kentucky,Greenup,3,0,0,1,2,34,4,18,12,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,35098,both
597,603,Kentucky,Hancock,2,0,1,0,1,27,8,12,7,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,8722,both
598,604,Kentucky,Hardin,16,1,3,3,9,140,39,79,22,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,110958,both
599,605,Kentucky,Henderson,19,1,4,0,14,163,48,93,22,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,45210,both
600,606,Kentucky,Henry,1,0,0,0,1,8,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,16126,both
601,607,Kentucky,Jefferson,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,766757,both
602,608,Kentucky,Jessamine,14,0,7,1,6,206,59,121,26,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,54115,both
603,609,Kentucky,Kenton,0,0,0,0,0,6,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,166998,both
604,610,Kentucky,Kenton,19,0,7,5,7,116,41,69,6,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,166998,both
605,611,Kentucky,Larue,3,0,0,1,2,18,4,5,9,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14398,both
606,612,Kentucky,McLean,2,0,1,0,1,53,27,18,8,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,9207,both
607,613,Kentucky,Meade,14,0,0,2,12,122,48,52,22,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,28572,both
608,614,Kentucky,Oldham,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,66799,both
609,615,Kentucky,Oldham,25,0,13,4,8,455,87,337,31,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,66799,both
610,616,Kentucky,Pendleton,4,0,0,1,3,60,15,40,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14590,both
611,617,Kentucky,Scott,8,1,0,2,5,161,35,104,22,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,57004,both
612,618,Kentucky,Shelby,18,0,3,4,11,244,56,162,26,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,49024,both
613,619,Kentucky,Spencer,0,0,0,0,0,43,13,24,6,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19351,both
614,620,Kentucky,Trigg,6,0,1,0,5,98,42,51,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14651,both
615,621,Kentucky,Warren,39,1,16,5,17,537,165,313,59,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,132896,both
616,622,Kentucky,Woodford,0,0,0,0,0,14,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,26734,both
617,623,Kentucky,Adair,1,0,0,0,1,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19202,both
618,624,Kentucky,Anderson,2,0,0,0,2,15,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,22747,both
619,625,Kentucky,Ballard,9,0,1,0,8,62,21,32,9,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,7888,both
620,626,Kentucky,Barren,30,1,2,3,24,84,22,43,19,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,44249,both
621,627,Kentucky,Bath,4,0,0,0,4,33,11,17,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12500,both
622,628,Kentucky,Bell,18,0,0,0,18,137,54,66,17,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,26032,both
623,629,Kentucky,Boyle,6,0,1,2,3,34,12,18,4,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,30060,both
624,630,Kentucky,Breathitt,2,2,0,0,0,10,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12630,both
625,631,Kentucky,Breckinridge,7,1,0,1,5,40,13,13,14,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,20477,both
626,632,Kentucky,Caldwell,2,0,0,0,2,22,4,12,6,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12747,both
627,633,Kentucky,Calloway,10,0,4,1,5,194,68,110,16,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,39001,both
628,634,Kentucky,Carlisle,2,0,0,1,1,19,5,13,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,4760,both
629,635,Kentucky,Carroll,5,0,1,3,1,54,18,27,9,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,10631,both
630,636,Kentucky,Casey,1,0,0,0,1,44,27,9,8,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,16159,both
631,637,Kentucky,Clay,4,1,0,0,3,95,30,32,33,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19901,both
632,638,Kentucky,Clinton,0,0,0,0,0,15,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,10218,both
633,639,Kentucky,Crittenden,1,0,1,0,0,24,10,9,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,8806,both
634,640,Kentucky,Cumberland,0,0,0,0,0,10,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,6614,both
635,641,Kentucky,Estill,2,0,0,1,1,29,6,18,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14106,both
636,642,Kentucky,Fleming,2,0,0,0,2,12,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14581,both
637,643,Kentucky,Floyd,5,0,1,0,4,50,6,30,14,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,35589,both
638,644,Kentucky,Franklin,25,1,4,2,18,209,43,119,47,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,50991,both
639,645,Kentucky,Fulton,0,0,0,0,0,13,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,5969,both
640,646,Kentucky,Garrard,3,0,0,0,3,69,21,36,12,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,17666,both
641,647,Kentucky,Graves,28,0,15,3,10,223,81,120,22,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,37266,both
642,648,Kentucky,Grayson,4,0,0,3,1,84,25,45,14,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,26427,both
643,649,Kentucky,Green,2,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,10941,both
644,650,Kentucky,Harlan,1,0,1,0,0,39,21,14,4,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,26010,both
645,651,Kentucky,Harrison,7,0,0,2,5,73,23,41,9,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,18886,both
646,652,Kentucky,Hart,3,0,1,1,1,79,32,30,17,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19035,both
647,653,Kentucky,Hickman,0,0,0,0,0,13,5,6,2,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,4380,both
648,654,Kentucky,Hopkins,18,0,2,0,16,204,56,128,20,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,44686,both
649,655,Kentucky,Jackson,4,0,0,0,4,76,23,30,23,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,13329,both
650,656,Kentucky,Johnson,4,0,1,0,3,45,20,13,12,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,22188,both
651,657,Kentucky,Knott,2,0,0,1,1,26,4,17,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,14806,both
652,658,Kentucky,Knox,17,0,1,4,12,81,23,27,31,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,31145,both
653,659,Kentucky,Laurel,25,1,1,6,17,460,112,229,119,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,60813,both
654,660,Kentucky,Lawrence,3,0,0,2,1,42,11,16,15,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,15317,both
655,661,Kentucky,Lee,1,0,0,1,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,7403,both
656,662,Kentucky,Leslie,1,0,0,0,1,17,2,6,9,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,9877,both
657,663,Kentucky,Letcher,1,0,0,0,1,13,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,21553,both
658,664,Kentucky,Lewis,4,0,1,0,3,18,10,5,3,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,13275,both
659,665,Kentucky,Lincoln,5,0,0,0,5,57,16,21,20,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,24549,both
660,666,Kentucky,Livingston,2,0,0,0,2,52,19,26,7,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,9194,both
661,667,Kentucky,Logan,26,0,10,1,15,80,39,36,5,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,27102,both
662,668,Kentucky,Lyon,3,0,0,2,1,60,22,34,4,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,8210,both
663,669,Kentucky,Madison,18,0,4,3,11,226,60,139,27,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,92987,both
664,670,Kentucky,Magoffin,1,0,1,0,0,19,3,8,8,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,12161,both
665,671,Kentucky,Marion,3,0,0,2,1,49,22,23,4,1,0,0,0,0,0,0,0,0,0,0,0,6,Fewer regulations,Constitutional carry,19273,both
